Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|287.6682.peg.3988	CDS	NODE_34_length_55546_cov_7.420957	13773	12268	-3	-	1506	Glycerol kinase (EC 2.7.1.30)	Glycerol and Glycerol-3-phosphate Uptake and Utilization; <br>Glycerolipid and Glycerophospholipid Metabolism in Bacteria	 	 
fig|287.6682.peg.3989	CDS	NODE_34_length_55546_cov_7.420957	14701	13850	-1	-	852	Glycerol uptake facilitator protein	Glycerol and Glycerol-3-phosphate Uptake and Utilization; <br>Osmoregulation	 	 
fig|287.6682.peg.3990	CDS	NODE_34_length_55546_cov_7.420957	15073	15543	1	+	471	Cys-tRNA(Pro) deacylase YbaK	tRNA aminoacylation, Pro	 	 
fig|287.6682.peg.3991	CDS	NODE_34_length_55546_cov_7.420957	15660	16442	3	+	783	Phenazine biosynthesis protein PhzF like	- none -	 	 
fig|287.6682.peg.3992	CDS	NODE_34_length_55546_cov_7.420957	17667	16558	-3	-	1110	Ferric iron ABC transporter, ATP-binding protein	Iron acquisition in Streptococcus	 	 
fig|287.6682.peg.3993	CDS	NODE_34_length_55546_cov_7.420957	18587	17664	-2	-	924	Ornithine carbamoyltransferase (EC 2.1.3.3)	Arginine Biosynthesis -- gjo; <br>Arginine Biosynthesis extended; <br>Arginine Deiminase Pathway; <br>Arginine and Ornithine Degradation	 	 
fig|287.6682.peg.3994	CDS	NODE_34_length_55546_cov_7.420957	18892	18740	-1	-	153	hypothetical protein	- none -	 	 
fig|287.6682.peg.3995	CDS	NODE_34_length_55546_cov_7.420957	18991	19281	1	+	291	hypothetical protein	- none -	 	 
fig|287.6682.peg.3996	CDS	NODE_34_length_55546_cov_7.420957	19416	21521	3	+	2106	Formate dehydrogenase-O, major subunit (EC 1.2.1.2)	Formate hydrogenase	 	 
fig|287.6682.peg.3997	CDS	NODE_34_length_55546_cov_7.420957	21619	21960	1	+	342	Glutaredoxin-related protein	Glutaredoxins	 	 
fig|287.6682.peg.3998	CDS	NODE_34_length_55546_cov_7.420957	22631	22158	-2	-	474	Bacterioferritin (EC 1.16.3.1)	- none -	 	 
fig|287.6682.peg.3999	CDS	NODE_34_length_55546_cov_7.420957	22948	24198	1	+	1251	hypothetical protein	- none -	 	 
fig|287.6682.peg.4000	CDS	NODE_34_length_55546_cov_7.420957	24473	24661	2	+	189	hypothetical protein	- none -	 	 
fig|287.6682.peg.4001	CDS	NODE_34_length_55546_cov_7.420957	24837	26318	3	+	1482	hypothetical protein	- none -	 	 
fig|287.6682.peg.4002	CDS	NODE_34_length_55546_cov_7.420957	26558	26875	2	+	318	hypothetical protein	- none -	 	 
fig|287.6682.peg.4003	CDS	NODE_34_length_55546_cov_7.420957	26881	27123	1	+	243	hypothetical protein	- none -	 	 
fig|287.6682.peg.4004	CDS	NODE_34_length_55546_cov_7.420957	27420	27551	3	+	132	hypothetical protein	- none -	 	 
fig|287.6682.peg.4005	CDS	NODE_34_length_55546_cov_7.420957	27548	27898	2	+	351	hypothetical protein	- none -	 	 
fig|287.6682.peg.4006	CDS	NODE_34_length_55546_cov_7.420957	27987	28454	3	+	468	hypothetical protein	- none -	 	 
fig|287.6682.peg.4007	CDS	NODE_34_length_55546_cov_7.420957	28459	28932	1	+	474	hypothetical protein	- none -	 	 
fig|287.6682.peg.4008	CDS	NODE_34_length_55546_cov_7.420957	28933	29271	1	+	339	hypothetical protein	- none -	 	 
fig|287.6682.peg.4009	CDS	NODE_34_length_55546_cov_7.420957	29268	30224	3	+	957	hypothetical protein	- none -	 	 
fig|287.6682.peg.4010	CDS	NODE_34_length_55546_cov_7.420957	30226	30327	1	+	102	hypothetical protein	- none -	 	 
fig|287.6682.peg.4011	CDS	NODE_34_length_55546_cov_7.420957	30329	30517	2	+	189	hypothetical protein	- none -	 	 
fig|287.6682.peg.4012	CDS	NODE_34_length_55546_cov_7.420957	30514	31098	1	+	585	Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-)	Terminal cytochrome d ubiquinol oxidases; <br>Terminal cytochrome oxidases	 	 
fig|287.6682.peg.4013	CDS	NODE_34_length_55546_cov_7.420957	31098	31286	3	+	189	hypothetical protein	- none -	 	 
fig|287.6682.peg.4014	CDS	NODE_34_length_55546_cov_7.420957	31283	31939	2	+	657	hypothetical protein	- none -	 	 
fig|287.6682.peg.4015	CDS	NODE_34_length_55546_cov_7.420957	32118	31936	-3	-	183	hypothetical protein	- none -	 	 
fig|287.6682.peg.4016	CDS	NODE_34_length_55546_cov_7.420957	32453	32349	-2	-	105	hypothetical protein	- none -	 	 
fig|287.6682.peg.4017	CDS	NODE_34_length_55546_cov_7.420957	32690	32487	-2	-	204	hypothetical protein	- none -	 	 
fig|287.6682.peg.4018	CDS	NODE_34_length_55546_cov_7.420957	33253	32987	-1	-	267	hypothetical protein	- none -	 	 
fig|287.6682.peg.4019	CDS	NODE_34_length_55546_cov_7.420957	33847	33347	-1	-	501	hypothetical protein	- none -	 	 
fig|287.6682.peg.4020	CDS	NODE_34_length_55546_cov_7.420957	33959	34573	2	+	615	hypothetical protein	- none -	 	 
fig|287.6682.peg.4021	CDS	NODE_34_length_55546_cov_7.420957	34821	34621	-3	-	201	hypothetical protein	- none -	 	 
fig|287.6682.peg.4022	CDS	NODE_34_length_55546_cov_7.420957	35274	35056	-3	-	219	Bacterioferritin-associated ferredoxin	- none -	 	 
fig|287.6682.peg.4023	CDS	NODE_34_length_55546_cov_7.420957	35600	36202	2	+	603	Alkyl hydroperoxide reductase subunit C-like protein	Oxidative stress; <br>Rubrerythrin; <br>Thioredoxin-disulfide reductase	 	 
fig|287.6682.peg.4024	CDS	NODE_34_length_55546_cov_7.420957	36996	36319	-3	-	678	Ribonuclease T	- none -	 	 
fig|287.6682.peg.4025	CDS	NODE_34_length_55546_cov_7.420957	38039	36993	-2	-	1047	Dihydroorotase (EC 3.5.2.3)	De Novo Pyrimidine Synthesis	 	 
fig|287.6682.peg.4026	CDS	NODE_34_length_55546_cov_7.420957	38152	39105	1	+	954	Sodium-type flagellar protein motY precursor	Flagellum	 	 
fig|287.6682.peg.4027	CDS	NODE_34_length_55546_cov_7.420957	39235	40452	1	+	1218	Argininosuccinate synthase (EC 6.3.4.5)	Arginine Biosynthesis -- gjo; <br>Arginine Biosynthesis extended	 	 
fig|287.6682.peg.4028	CDS	NODE_34_length_55546_cov_7.420957	41208	40627	-3	-	582	hypothetical protein	- none -	 	 
fig|287.6682.peg.4029	CDS	NODE_34_length_55546_cov_7.420957	41757	42383	3	+	627	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|287.6682.peg.4030	CDS	NODE_34_length_55546_cov_7.420957	42649	42470	-1	-	180	FIG00350425: hypothetical protein	- none -	 	 
fig|287.6682.peg.4031	CDS	NODE_34_length_55546_cov_7.420957	43396	42758	-1	-	639	Endonuclease III (EC 4.2.99.18)	DNA Repair Base Excision	 	 
fig|287.6682.peg.4032	CDS	NODE_34_length_55546_cov_7.420957	44012	43422	-2	-	591	Electron transport complex protein RnfE	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	 	 
fig|287.6682.peg.4033	CDS	NODE_34_length_55546_cov_7.420957	44616	44005	-3	-	612	Electron transport complex protein RnfG	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	 	 
fig|287.6682.peg.4034	CDS	NODE_34_length_55546_cov_7.420957	45605	44613	-2	-	993	Electron transport complex protein RnfD	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	 	 
fig|287.6682.peg.4035	CDS	NODE_34_length_55546_cov_7.420957	46599	45592	-3	-	1008	Electron transport complex protein RnfB / Electron transport complex protein RnfC	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes; <br>Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	 	 
fig|287.6682.peg.4036	CDS	NODE_34_length_55546_cov_7.420957	47165	46596	-2	-	570	Electron transport complex protein RnfA	Na(+)-translocating NADH-quinone oxidoreductase and rnf-like group of electron transport complexes	 	 
fig|287.6682.peg.4037	CDS	NODE_34_length_55546_cov_7.420957	49346	47295	-2	-	2052	Methionyl-tRNA synthetase (EC 6.1.1.10)	tRNA aminoacylation, Met	 	 
fig|287.6682.peg.4038	CDS	NODE_34_length_55546_cov_7.420957	49455	49658	3	+	204	hypothetical protein	- none -	 	 
fig|287.6682.peg.4039	CDS	NODE_34_length_55546_cov_7.420957	49714	50808	1	+	1095	[4Fe-4S] cluster assembly scaffold protein Mrp (=ApbC)	- none -	 	 
fig|287.6682.peg.4040	CDS	NODE_34_length_55546_cov_7.420957	51703	50939	-1	-	765	3-oxoacyl-[acyl-carrier protein] reductase (EC 1.1.1.100)	CBSS-246196.1.peg.364; <br>Fatty Acid Biosynthesis FASII	 	 
fig|287.6682.peg.4041	CDS	NODE_34_length_55546_cov_7.420957	51768	52598	3	+	831	Putative heme iron utilization protein	- none -	 	 
fig|287.6682.peg.4042	CDS	NODE_34_length_55546_cov_7.420957	52665	53141	3	+	477	UPF0716 protein FxsA	- none -	 	 
fig|287.6682.peg.4043	CDS	NODE_34_length_55546_cov_7.420957	53389	53682	1	+	294	Heat shock protein 60 family co-chaperone GroES	GroEL GroES	 	 
fig|287.6682.peg.4044	CDS	NODE_34_length_55546_cov_7.420957	53732	55375	2	+	1644	Heat shock protein 60 family chaperone GroEL	GroEL GroES	 	 
fig|287.6682.peg.4045	CDS	NODE_35_length_54021_cov_6.469570	1161	253	-3	-	909	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.4046	CDS	NODE_35_length_54021_cov_6.469570	1267	2133	1	+	867	Pirin	- none -	 	 
fig|287.6682.peg.4047	CDS	NODE_35_length_54021_cov_6.469570	2261	2887	2	+	627	Nicotinamidase family protein YcaC	NAD and NADP cofactor biosynthesis global	 	 
fig|287.6682.peg.4048	CDS	NODE_35_length_54021_cov_6.469570	3077	4522	2	+	1446	Mechanosensitive ion channel	- none -	 	 
fig|287.6682.peg.4049	CDS	NODE_35_length_54021_cov_6.469570	4768	5208	1	+	441	4-carboxymuconolactone decarboxylase domain/alkylhydroperoxidase AhpD family core domain protein	- none -	 	 
fig|287.6682.peg.4050	CDS	NODE_35_length_54021_cov_6.469570	6810	5218	-3	-	1593	Inner-membrane proton/drug antiporter (MSF type) of tripartite multidrug efflux system	- none -	 	 
fig|287.6682.peg.4051	CDS	NODE_35_length_54021_cov_6.469570	7928	6807	-2	-	1122	Membrane fusion component of MSF-type tripartite multidrug efflux system	- none -	 	 
fig|287.6682.peg.4052	CDS	NODE_35_length_54021_cov_6.469570	8162	9889	2	+	1728	Channel-forming transporter/cytolysins activator of TpsB family	Two partner secretion pathway (TPS)	 	 
fig|287.6682.peg.4053	CDS	NODE_35_length_54021_cov_6.469570	9982	14493	1	+	4512	Putative haemolysin/cytolysin secreted via TPS pathway	Two partner secretion pathway (TPS)	 	 
fig|287.6682.peg.4054	CDS	NODE_35_length_54021_cov_6.469570	14771	15271	2	+	501	FIG006045: Sigma factor, ECF subfamily	Iron siderophore sensor & receptor system	 	 
fig|287.6682.peg.4055	CDS	NODE_35_length_54021_cov_6.469570	15312	16286	3	+	975	Iron siderophore sensor protein	Iron siderophore sensor & receptor system	 	 
fig|287.6682.peg.4056	CDS	NODE_35_length_54021_cov_6.469570	16375	18807	1	+	2433	Iron(III) dicitrate transport protein FecA @ Iron siderophore receptor protein	Iron siderophore sensor & receptor system	 	 
fig|287.6682.peg.4057	CDS	NODE_35_length_54021_cov_6.469570	20072	18921	-2	-	1152	Membrane protein mosC	- none -	 	 
fig|287.6682.peg.4058	CDS	NODE_35_length_54021_cov_6.469570	20242	21231	1	+	990	Diaminopimelate epimerase (EC 5.1.1.7)	CBSS-323850.3.peg.3269; <br>CBSS-84588.1.peg.1247; <br>Lysine Biosynthesis DAP Pathway; <br>Lysine Biosynthesis DAP Pathway, GJO scratch	 	 
fig|287.6682.peg.4059	CDS	NODE_35_length_54021_cov_6.469570	22588	21344	-1	-	1245	Cytosine deaminase (EC 3.5.4.1)	CBSS-326442.4.peg.1852; <br>Creatine and Creatinine Degradation; <br>pyrimidine conversions	 	 
fig|287.6682.peg.4060	CDS	NODE_35_length_54021_cov_6.469570	23873	22602	-2	-	1272	Cytosine permease	Creatine and Creatinine Degradation	 	 
fig|287.6682.peg.4061	CDS	NODE_35_length_54021_cov_6.469570	24963	24139	-3	-	825	Putative oxidoreductase	- none -	 	 
fig|287.6682.peg.4062	CDS	NODE_35_length_54021_cov_6.469570	25546	25190	-1	-	357	6-carboxy-5,6,7,8-tetrahydropterin synthase (EC 4.1.2.50)	- none -	 	 
fig|287.6682.peg.4063	CDS	NODE_35_length_54021_cov_6.469570	25719	25564	-3	-	156	hypothetical protein	- none -	 	 
fig|287.6682.peg.4064	CDS	NODE_35_length_54021_cov_6.469570	26881	25802	-1	-	1080	hypothetical protein	- none -	 	 
fig|287.6682.peg.4065	CDS	NODE_35_length_54021_cov_6.469570	27126	27434	3	+	309	putative lipoprotein	- none -	 	 
fig|287.6682.peg.4066	CDS	NODE_35_length_54021_cov_6.469570	27434	27754	2	+	321	putative lipoprotein	- none -	 	 
fig|287.6682.peg.4067	CDS	NODE_35_length_54021_cov_6.469570	27758	28426	2	+	669	Two-component transcriptional response regulator, LuxR family	- none -	 	 
fig|287.6682.peg.4068	CDS	NODE_35_length_54021_cov_6.469570	28423	29736	1	+	1314	Sensor protein PA2656	- none -	 	 
fig|287.6682.peg.4069	CDS	NODE_35_length_54021_cov_6.469570	30230	31546	2	+	1317	Histidine permease YuiF	- none -	 	 
fig|287.6682.peg.4070	CDS	NODE_35_length_54021_cov_6.469570	31655	33415	2	+	1761	Methyl-accepting chemotaxis sensor/transducer protein	- none -	 	 
fig|287.6682.peg.4071	CDS	NODE_35_length_54021_cov_6.469570	33791	33955	2	+	165	metallothionein, putative	- none -	 	 
fig|287.6682.peg.4072	CDS	NODE_35_length_54021_cov_6.469570	34247	34020	-2	-	228	hypothetical protein	- none -	 	 
fig|287.6682.peg.4073	CDS	NODE_35_length_54021_cov_6.469570	35590	34556	-1	-	1035	Purine nucleoside permease precursor	- none -	 	 
fig|287.6682.peg.4074	CDS	NODE_35_length_54021_cov_6.469570	36571	35615	-1	-	957	Nucleoside-specific channel-forming protein Tsx precursor	- none -	 	 
fig|287.6682.peg.4075	CDS	NODE_35_length_54021_cov_6.469570	37105	38139	1	+	1035	Selenide,water dikinase (EC 2.7.9.3)	Selenocysteine metabolism	 	 
fig|287.6682.peg.4076	CDS	NODE_35_length_54021_cov_6.469570	38139	39242	3	+	1104	Selenophosphate-dependent tRNA 2-selenouridine synthase	Selenocysteine metabolism	 	 
fig|287.6682.peg.4077	CDS	NODE_35_length_54021_cov_6.469570	40087	39401	-1	-	687	contains type I hydrophobic transmembrane region and ATP/GTP binding motif	- none -	 	 
fig|287.6682.peg.4078	CDS	NODE_35_length_54021_cov_6.469570	40456	41163	1	+	708	Glutathione S-transferase (EC 2.5.1.18)	Glutathione: Non-redox reactions	 	 
fig|287.6682.peg.4079	CDS	NODE_35_length_54021_cov_6.469570	41187	42029	3	+	843	Phenazine biosynthesis protein PhzF like	- none -	 	 
fig|287.6682.peg.4080	CDS	NODE_35_length_54021_cov_6.469570	42045	42173	3	+	129	hypothetical protein	- none -	 	 
fig|287.6682.peg.4081	CDS	NODE_35_length_54021_cov_6.469570	42262	43236	1	+	975	Porphobilinogen synthase (EC 4.2.1.24)	Heme and Siroheme Biosynthesis	 	 
fig|287.6682.peg.4082	CDS	NODE_35_length_54021_cov_6.469570	44902	43358	-1	-	1545	Oxygenase	- none -	 	 
fig|287.6682.peg.4083	CDS	NODE_35_length_54021_cov_6.469570	45086	46180	2	+	1095	Uncharacterized outer membrane protein YaiW	- none -	 	 
fig|287.6682.peg.4084	CDS	NODE_35_length_54021_cov_6.469570	46426	47121	1	+	696	Uncharacterized GST-like protein yncG	Glutathione: Non-redox reactions	 	 
fig|287.6682.peg.4085	CDS	NODE_35_length_54021_cov_6.469570	47622	47182	-3	-	441	CBS domain protein	- none -	 	 
fig|287.6682.peg.4086	CDS	NODE_35_length_54021_cov_6.469570	47947	50310	1	+	2364	DNA polymerase II (EC 2.7.7.7)	DNA Repair Base Excision	 	 
fig|287.6682.peg.4087	CDS	NODE_35_length_54021_cov_6.469570	50745	50275	-3	-	471	NTP pyrophosphohydrolases including oxidative damage repair enzymes	CBSS-216591.1.peg.168	 	 
fig|287.6682.peg.4088	CDS	NODE_35_length_54021_cov_6.469570	51596	50775	-2	-	822	Oxidoreductase, aldo/keto reductase family	- none -	 	 
fig|287.6682.peg.4089	CDS	NODE_35_length_54021_cov_6.469570	52875	51727	-3	-	1149	Aldose 1-epimerase (EC 5.1.3.3)	Maltose and Maltodextrin Utilization	 	 
fig|287.6682.peg.4090	CDS	NODE_35_length_54021_cov_6.469570	53126	53875	2	+	750	putative lipoprotein	- none -	 	 
fig|287.6682.peg.4091	CDS	NODE_35_length_54021_cov_6.469570	53911	54021	1	+	111	hypothetical protein	- none -	 	 
fig|287.6682.peg.4092	CDS	NODE_36_length_49610_cov_8.116505	1665	289	-3	-	1377	glutamine synthetase family protein	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|287.6682.peg.4093	CDS	NODE_36_length_49610_cov_8.116505	1946	2707	2	+	762	Gamma-glutamyl-GABA hydrolase (EC 3.5.1.94)	Putrescine utilization pathways	 	 
fig|287.6682.peg.4094	CDS	NODE_36_length_49610_cov_8.116505	3058	4200	1	+	1143	Putrescine transport ATP-binding protein PotG (TC 3.A.1.11.2)	Polyamine Metabolism	 	 
fig|287.6682.peg.4095	CDS	NODE_36_length_49610_cov_8.116505	4197	5111	3	+	915	Putrescine transport system permease protein PotH (TC 3.A.1.11.2)	Polyamine Metabolism	 	 
fig|287.6682.peg.4096	CDS	NODE_36_length_49610_cov_8.116505	5108	5992	2	+	885	Putrescine transport system permease protein PotI (TC 3.A.1.11.2)	Polyamine Metabolism	 	 
fig|287.6682.peg.4097	CDS	NODE_36_length_49610_cov_8.116505	6082	7179	1	+	1098	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	Polyamine Metabolism	 	 
fig|287.6682.peg.4098	CDS	NODE_36_length_49610_cov_8.116505	8125	7586	-1	-	540	2&#39;-5&#39; RNA ligase	RNA processing orphans	 	 
fig|287.6682.peg.4099	CDS	NODE_36_length_49610_cov_8.116505	8250	8444	3	+	195	hypothetical protein	- none -	 	 
fig|287.6682.peg.4100	CDS	NODE_36_length_49610_cov_8.116505	8812	8459	-1	-	354	Protein of unknown function DUF1428	- none -	 	 
fig|287.6682.peg.4101	CDS	NODE_36_length_49610_cov_8.116505	9891	8830	-3	-	1062	hypothetical protein	- none -	 	 
fig|287.6682.peg.4102	CDS	NODE_36_length_49610_cov_8.116505	10209	10364	3	+	156	hypothetical protein	- none -	 	 
fig|287.6682.peg.4103	CDS	NODE_36_length_49610_cov_8.116505	10361	10630	2	+	270	hypothetical protein	- none -	 	 
fig|287.6682.peg.4104	CDS	NODE_36_length_49610_cov_8.116505	10801	10658	-1	-	144	hypothetical protein	- none -	 	 
fig|287.6682.peg.4105	CDS	NODE_36_length_49610_cov_8.116505	11864	11166	-2	-	699	putative integral membrane protein	- none -	 	 
fig|287.6682.peg.4106	CDS	NODE_36_length_49610_cov_8.116505	12597	11968	-3	-	630	FOG: WD40-like repeat	- none -	 	 
fig|287.6682.peg.4107	CDS	NODE_36_length_49610_cov_8.116505	13855	12635	-1	-	1221	Malic enzyme	- none -	 	 
fig|287.6682.peg.4108	CDS	NODE_36_length_49610_cov_8.116505	15238	14210	-1	-	1029	Mobile element protein	- none -	 	 
fig|287.6682.peg.4109	CDS	NODE_36_length_49610_cov_8.116505	16198	15344	-1	-	855	Transcriptional regulator, LysR family	- none -	 	 
fig|287.6682.peg.4110	CDS	NODE_36_length_49610_cov_8.116505	16293	16934	3	+	642	FMN-dependent NADH-azoreductase (EC 1.7.1.6)	- none -	 	 
fig|287.6682.peg.4111	CDS	NODE_36_length_49610_cov_8.116505	17245	17625	1	+	381	RidA/YER057c/UK114 superfamily protein	- none -	 	 
fig|287.6682.peg.4112	CDS	NODE_36_length_49610_cov_8.116505	18718	17735	-1	-	984	Transcriptional regulator, AraC family	- none -	 	 
fig|287.6682.peg.4113	CDS	NODE_36_length_49610_cov_8.116505	19075	19296	1	+	222	hypothetical protein	- none -	 	 
fig|287.6682.peg.4114	CDS	NODE_36_length_49610_cov_8.116505	19799	19347	-2	-	453	Transcriptional regulator, AsnC family	- none -	 	 
fig|287.6682.peg.4115	CDS	NODE_36_length_49610_cov_8.116505	19988	20605	2	+	618	Transporter, LysE family	- none -	 	 
fig|287.6682.peg.4116	CDS	NODE_36_length_49610_cov_8.116505	20634	21476	3	+	843	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11)	Coenzyme A Biosynthesis; <br>Coenzyme A Biosynthesis cluster	 	 
fig|287.6682.peg.4117	CDS	NODE_36_length_49610_cov_8.116505	21498	21983	3	+	486	Acyl dehydratase	CBSS-246196.1.peg.364	 	 
fig|287.6682.peg.4118	CDS	NODE_36_length_49610_cov_8.116505	23375	22251	-2	-	1125	Similar to Agmatine deiminase	- none -	 	 
fig|287.6682.peg.4119	CDS	NODE_36_length_49610_cov_8.116505	24505	23402	-1	-	1104	Putrescine ABC transporter putrescine-binding protein PotF (TC 3.A.1.11.2)	Polyamine Metabolism	 	 
fig|287.6682.peg.4120	CDS	NODE_36_length_49610_cov_8.116505	25415	24507	-2	-	909	N-carbamoylputrescine amidase (EC 3.5.1.53)	- none -	 	 
fig|287.6682.peg.4121	CDS	NODE_36_length_49610_cov_8.116505	26472	25420	-3	-	1053	Similar to Agmatine deiminase	- none -	 	 
fig|287.6682.peg.4122	CDS	NODE_36_length_49610_cov_8.116505	26607	27473	3	+	867	Glycine cleavage system transcriptional activator	Orphan regulatory proteins	 	 
fig|287.6682.peg.4123	CDS	NODE_36_length_49610_cov_8.116505	27620	28471	2	+	852	ABC transporter, substrate-binding protein (cluster 12, methionine/phosphonates)	- none -	 	 
fig|287.6682.peg.4124	CDS	NODE_36_length_49610_cov_8.116505	28468	29265	1	+	798	ABC transporter, ATP-binding protein (cluster 12, methionine/phosphonates)	- none -	 	 
fig|287.6682.peg.4125	CDS	NODE_36_length_49610_cov_8.116505	29259	30086	3	+	828	ABC transporter, permease protein (cluster 12, methionine/phosphonates)	- none -	 	 
fig|287.6682.peg.4126	CDS	NODE_36_length_49610_cov_8.116505	30083	30850	2	+	768	ABC transporter, permease protein (cluster 12, methionine/phosphonates)	- none -	 	 
fig|287.6682.peg.4127	CDS	NODE_36_length_49610_cov_8.116505	31427	32788	2	+	1362	hypothetical protein	- none -	 	 
fig|287.6682.peg.4128	CDS	NODE_36_length_49610_cov_8.116505	33808	32936	-1	-	873	hypothetical protein	- none -	 	 
